"id","시군","시설명","경위도X좌표","경위도Y좌표","정제도로명주소","정제지번주소","소재지","시설종류","시설분류","정원","대분류","소분류","대분류2","소분류2","대분류3","소분류3","homepage","tel","created_at","updated_at"
64,경상남도 창원시,선일데이케어센터,"128.6785461","35.24721489",경남 창원시 의창구 사림로 53(사림동) 201호 104호 201호304호,경남 창원시 의창구 사림동 105-20,"경상남도 창원시 의창구 사림로  53 201호104호 (사림동, 104호, 201호, 304호)",방문목욕서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ","
 http://선일데이케어센터.kr  ","055-261-7573","2026-04-01 07:55:49","2026-04-04 13:48:04"
65,경상남도 창원시,봄 재활주간보호센터,"128.6797337","35.35441131",경남 창원시 의창구 동읍 봉강가술로237번길 33 1층,경남 창원시 의창구 동읍 죽동리 219-3,경상남도 창원시 의창구 동읍 봉강가술로237번길  33 1층 (동읍),방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ","
 http://https://blog.naver.com/spring2552777  ","055-255-2777","2026-04-01 07:55:49","2026-04-04 13:48:04"
66,경상남도 창원시,봄 재활주간보호센터,"128.6797337","35.35441131",경남 창원시 의창구 동읍 봉강가술로237번길 33 1층,경남 창원시 의창구 동읍 죽동리 219-3,경상남도 창원시 의창구 동읍 봉강가술로237번길  33 1층 (동읍),주야간보호서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ","
 http://https://blog.naver.com/spring2552777  ","055-255-2777","2026-04-01 07:55:49","2026-04-04 13:48:04"
67,경상남도 창원시,우리복지의료기,"128.6189899","35.26426254",경남 창원시 의창구 서상로 57(서상동),경남 창원시 의창구 서상동 546-1,경상남도 창원시 의창구 서상로  57 (서상동),"그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","2. 신체적 건강","2-1. 건강증진","2. 신체적 건강","2-5. 재활","","",없음,"055-261-5803","2026-04-01 07:55:49","2026-04-04 13:48:04"
68,경상남도 창원시,더드림재가복지센터,"128.6107471","35.25708779",경남 창원시 의창구 팔용로439번길 23-1(팔용동),경남 창원시 의창구 팔용동 132-1,경상남도 창원시 의창구 팔용로439번길  23-1 (팔용동),방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ","
 http://cafe.naver.com/cwthedream  ","055-724-1787","2026-04-01 07:55:49","2026-04-04 13:48:04"
69,경상남도 창원시,보은복지주간보호센터,"128.6282133","35.26272551",경남 창원시 의창구 의안로32번길 51-1(소답동),경남 창원시 의창구 소답동 141-21,경상남도 창원시 의창구 의안로32번길  51-1 (소답동),방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ","
 http://blog.naver.com/qhdms1006 ","055-296-1007","2026-04-01 07:55:49","2026-04-04 13:48:04"
70,경상남도 창원시,다안재가복지센터,"128.6399491","35.26853935",경남 창원시 의창구 동읍 의창대로421번길 6 2층 201호,경남 창원시 의창구 동읍 용강리 399-6,경상남도 창원시 의창구 동읍 의창대로421번길  6 2층201호 (동읍),방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ","
 http://blog.naver.com/daan9333  ","055-293-9333","2026-04-01 07:55:49","2026-04-04 13:48:04"
71,경상남도 창원시,다안재가복지센터,"128.6399491","35.26853935",경남 창원시 의창구 동읍 의창대로421번길 6 2층 201호,경남 창원시 의창구 동읍 용강리 399-6,경상남도 창원시 의창구 동읍 의창대로421번길  6 2층201호 (동읍),방문목욕서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ","
 http://blog.naver.com/daan9333  ","055-293-9333","2026-04-01 07:55:49","2026-04-04 13:48:04"
72,경상남도 창원시,돌봄의료기복지용구,"128.7085178","35.33556733",경남 창원시 의창구 대산면 주남로 581,경남 창원시 의창구 대산면 가술리 323-3,경상남도 창원시 의창구 대산면 주남로  581 (대산면),"그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","2. 신체적 건강","2-1. 건강증진","2. 신체적 건강","2-5. 재활","","",없음,"055-291-5858","2026-04-01 07:55:49","2026-04-04 13:48:04"
73,경상남도 창원시,행복한재가방문요양센터,"128.6861761","35.27858647",경남 창원시 의창구 동읍 의창대로 875,경남 창원시 의창구 동읍 용잠리 401-10,경상남도 창원시 의창구 동읍 의창대로  875 (동읍),방문목욕서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ","
 http://happysilvers.modoo.at/  ","055-285-6394","2026-04-01 07:55:49","2026-04-04 13:48:04"
74,경상남도 창원시,행복한재가방문요양센터,"128.6861761","35.27858647",경남 창원시 의창구 동읍 의창대로 875,경남 창원시 의창구 동읍 용잠리 401-10,경상남도 창원시 의창구 동읍 의창대로  875 (동읍),"그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","2. 신체적 건강","2-1. 건강증진","2. 신체적 건강","2-5. 재활","","","
 http://happysilvers.modoo.at/  ","055-285-6394","2026-04-01 07:55:49","2026-04-04 13:48:04"
75,경상남도 창원시,행복한재가방문요양센터,"128.6861761","35.27858647",경남 창원시 의창구 동읍 의창대로 875,경남 창원시 의창구 동읍 용잠리 401-10,경상남도 창원시 의창구 동읍 의창대로  875 (동읍),방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ","
 http://happysilvers.modoo.at/  ","055-285-6394","2026-04-01 07:55:49","2026-04-04 13:48:04"
76,경상남도 창원시,해오름재가노인복지센터,"128.6366037","35.25947101",경남 창원시 의창구 도계로50번길 5-4(도계동) 102호,경남 창원시 의창구 도계동 341-1,경상남도 창원시 의창구 도계로50번길  5-4 102호 (도계동),방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",http://blog.naver.com/sumesby ,"055-288-5000","2026-04-01 07:55:49","2026-04-04 13:48:04"
77,경상남도 창원시,해오름재가노인복지센터,"128.6366037","35.25947101",경남 창원시 의창구 도계로50번길 5-4(도계동) 102호,경남 창원시 의창구 도계동 341-1,경상남도 창원시 의창구 도계로50번길  5-4 102호 (도계동),방문목욕서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",http://blog.naver.com/sumesby ,"055-288-5000","2026-04-01 07:55:49","2026-04-04 13:48:04"
78,경상남도 창원시,세종메디,"128.6290842","35.26389844",경남 창원시 의창구 의창대로289번길 25(소답동) 1층,경남 창원시 의창구 소답동 142-36,경상남도 창원시 의창구 의창대로289번길  25 1층 (소답동),"그밖에 재가서비스 제공시설(재가노인지원서비스, 방문간호서비스, 복지용구지원서비스)",이용시설,"","2. 신체적 건강","2-1. 건강증진","2. 신체적 건강","2-5. 재활","","",없음,"055-253-0107","2026-04-01 07:55:49","2026-04-04 13:48:04"
79,경상남도 창원시,새소망재가복지센터,"128.6400669","35.26182844",경남 창원시 의창구 하남천동길 38(도계동) 102호,경남 창원시 의창구 도계동 359-10,경상남도 창원시 의창구 하남천동길  38 102호 (도계동),방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",없음,"055-288-0371","2026-04-01 07:55:49","2026-04-04 13:48:04"
80,경상남도 창원시,새소망재가복지센터,"128.6400669","35.26182844",경남 창원시 의창구 하남천동길 38(도계동) 102호,경남 창원시 의창구 도계동 359-10,경상남도 창원시 의창구 하남천동길  38 102호 (도계동),방문목욕서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",없음,"055-288-0371","2026-04-01 07:55:49","2026-04-04 13:48:04"
81,경상남도 창원시,스카이재가방문요양센터,"128.6107465","35.25607852",경남 창원시 의창구 사화로 30(팔용동),경남 창원시 의창구 팔용동 134-5,경상남도 창원시 의창구 사화로  30 (팔용동),방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",없음,"055-294-8179","2026-04-01 07:55:49","2026-04-04 13:48:04"
82,경상남도 창원시,채움재가복지센터,"128.6350826","35.25810229",경남 창원시 의창구 도계로4번길 21-14(도계동) 2층 1호,경남 창원시 의창구 도계동 345-13,경상남도 창원시 의창구 도계로4번길  21-14 2층1호 (도계동),방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ","
 http://blog.naver.com/hans7526  ","055-237-2413","2026-04-01 07:55:49","2026-04-04 13:48:04"
83,경상남도 창원시,채움재가복지센터,"128.6350826","35.25810229",경남 창원시 의창구 도계로4번길 21-14(도계동) 2층 1호,경남 창원시 의창구 도계동 345-13,경상남도 창원시 의창구 도계로4번길  21-14 2층1호 (도계동),방문목욕서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ","
 http://blog.naver.com/hans7526  ","055-237-2413","2026-04-01 07:55:49","2026-04-04 13:48:04"
84,경상남도 창원시,채움재가센터,"128.646963","35.24874384",경남 창원시 의창구 명지로94번길 4-18(명서동) 101호,경남 창원시 의창구 명서동 142-14,경상남도 창원시 의창구 명지로94번길  4-18 101호 (명서동),방문목욕서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",https://blog.naver.com/cheawoom6007 ,"055-277-6007","2026-04-01 07:55:49","2026-04-04 13:48:04"
85,경상남도 창원시,채움재가센터,"128.646963","35.24874384",경남 창원시 의창구 명지로94번길 4-18(명서동) 101호,경남 창원시 의창구 명서동 142-14,경상남도 창원시 의창구 명지로94번길  4-18 101호 (명서동),방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",https://blog.naver.com/cheawoom6007 ,"055-277-6007","2026-04-01 07:55:49","2026-04-04 13:48:04"
86,경상남도 창원시,자여돌봄재가복지센터,"128.6233742","35.26200875",경남 창원시 의창구 서상로12번길 83-6(중동) 1층 101호,경남 창원시 의창구 중동 400-1,경상남도 창원시 의창구 서상로12번길  83-6 1층101호 (중동),방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",http://koung0712.dlweb.gethompy.com/,"055-291-1006","2026-04-01 07:55:49","2026-04-04 13:48:04"
87,경상남도 창원시,주남요양센터 부설 재가요양,"128.6638877","35.34552393",경남 창원시 의창구 동읍 동읍로 1016,경남 창원시 의창구 동읍 봉곡리 65-1,경상남도 창원시 의창구 동읍 동읍로  1016 (동읍),주야간보호서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",없음,"055-298-9963","2026-04-01 07:55:49","2026-04-04 13:48:04"
88,경상남도 창원시,믿음재가복지센터,"128.5866631","35.31558531",경남 창원시 의창구 북면 무동로 213(창원무동코아루아파트) 105동 504호,경남 창원시 의창구 북면 무동리 149-1,경상남도 창원시 의창구 북면 무동로  213 105동504호 (북면),방문목욕서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",https://blog.naver.com/believe8878 ,"055-276-6545","2026-04-01 07:55:49","2026-04-04 13:48:04"
89,경상남도 창원시,믿음재가복지센터,"128.5866631","35.31558531",경남 창원시 의창구 북면 무동로 213(창원무동코아루아파트) 105동 504호,경남 창원시 의창구 북면 무동리 149-1,경상남도 창원시 의창구 북면 무동로  213 105동504호 (북면),방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",https://blog.naver.com/believe8878 ,"055-276-6545","2026-04-01 07:55:49","2026-04-04 13:48:04"
90,경상남도 창원시,무궁화재가복지센터,"128.634949","35.26023169","경남 창원시 의창구 도계로 34(도계동, 한마음코아아파트) 상가동 2층 203호",경남 창원시 의창구 도계동 329,경상남도 창원시 의창구 도계로  34 상가동2층203호 (도계동),방문요양서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",http://blog.naver.com/mgh220215 ,"055-288-9587","2026-04-01 07:55:49","2026-04-04 13:48:04"
91,경상남도 창원시,무궁화재가복지센터,"128.634949","35.26023169","경남 창원시 의창구 도계로 34(도계동, 한마음코아아파트) 상가동 2층 203호",경남 창원시 의창구 도계동 329,경상남도 창원시 의창구 도계로  34 상가동2층203호 (도계동),방문목욕서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",http://blog.naver.com/mgh220215 ,"055-288-9587","2026-04-01 07:55:49","2026-04-04 13:48:04"
92,경상남도 창원시,승승재가복지센터,"128.625399","35.26617323",경남 창원시 의창구 읍성로67번길 12(소답동) 1층,경남 창원시 의창구 소답동 123-7,경상남도 창원시 의창구 읍성로67번길  12 1층 (소답동),방문목욕서비스시설,이용시설,"","5. 돌봄","1-5. 보호·돌봄·요양 관련 비용지원","2. 신체적 건강","2-1. 건강증진","3. 정신적 건강","3-1. 정신건강 증진 ",http://창원방문요양.net ,"055-715-9071","2026-04-01 07:55:49","2026-04-04 13:48:04"
